B2,donated,donation_amount,n_negative,n_neutral,n_positive,has_negative,has_positive,positive_rate,negative_rate,dominant_sentiment,n_messages,positive_rate_group,sentiment_combo
20180901-190207_933_live,0,0.0,1,8,1,1,1,10.0,10.0,neutral,10,0-25%,Позитивный + Негативный
20180901-191816_441_live,1,0.05,1,6,3,1,1,30.0,10.0,neutral,10,25-50%,Позитивный + Негативный
20180901-191837_893_live,1,1.0,1,4,5,1,1,50.0,10.0,positive,10,25-50%,Позитивный + Негативный
20180901-192142_112_live,1,0.5,0,4,6,0,1,60.0,0.0,positive,10,50-75%,Только позитивный
20180901-200737_151_live,0,0.0,3,2,5,1,1,50.0,30.0,positive,10,25-50%,Позитивный + Негативный
20180901-201717_518_live,1,1.0,0,4,7,0,1,63.63636363636363,0.0,positive,11,50-75%,Только позитивный
20180901-201904_88_live,1,0.25,0,5,5,0,1,50.0,0.0,neutral,10,25-50%,Только позитивный
20180901-212528_32_live,0,0.0,0,8,2,0,1,20.0,0.0,neutral,10,0-25%,Только позитивный
20180902-022448_481_live,1,0.2,0,6,4,0,1,40.0,0.0,neutral,10,25-50%,Только позитивный
20180902-040108_507_live,0,0.0,1,7,2,1,1,20.0,10.0,neutral,10,0-25%,Позитивный + Негативный
20180902-060425_57_live,1,1.0,1,3,6,1,1,60.0,10.0,positive,10,50-75%,Позитивный + Негативный
20180902-061808_400_live,1,1.0,0,4,6,0,1,60.0,0.0,positive,10,50-75%,Только позитивный
20180902-065004_63_live,1,0.75,0,2,8,0,1,80.0,0.0,positive,10,75-100%,Только позитивный
20180902-082304_216_live,1,0.25,4,4,2,1,1,20.0,40.0,neutral,10,0-25%,Позитивный + Негативный
20180902-082346_448_live,1,1.0,0,2,8,0,1,80.0,0.0,positive,10,75-100%,Только позитивный
20180902-084742_394_live,1,0.2,1,5,4,1,1,40.0,10.0,neutral,10,25-50%,Позитивный + Негативный
20180902-150252_344_live,1,0.3,2,3,7,1,1,58.333333333333336,16.666666666666664,positive,12,50-75%,Позитивный + Негативный
20180902-215344_542_live,1,2.0,0,4,6,0,1,60.0,0.0,positive,10,50-75%,Только позитивный
20180902-215438_58_live,0,0.0,3,7,2,1,1,16.666666666666664,25.0,neutral,12,0-25%,Позитивный + Негативный
20180902-220100_244_live,1,0.5,0,4,6,0,1,60.0,0.0,positive,10,50-75%,Только позитивный
20180902-220444_227_live,0,0.0,1,4,6,1,1,54.54545454545454,9.090909090909092,positive,11,50-75%,Позитивный + Негативный
20180902-220705_493_live,0,0.0,0,3,7,0,1,70.0,0.0,positive,10,50-75%,Только позитивный
20180902-221023_518_live,1,0.1,2,2,6,1,1,60.0,20.0,positive,10,50-75%,Позитивный + Негативный
20180902-222227_892_live,1,2.0,1,5,5,1,1,45.45454545454545,9.090909090909092,neutral,11,25-50%,Позитивный + Негативный
20180902-222301_80_live,1,0.3,1,4,5,1,1,50.0,10.0,positive,10,25-50%,Позитивный + Негативный
20180902-222414_572_live,1,2.0,0,6,4,0,1,40.0,0.0,neutral,10,25-50%,Только позитивный
20180902-222747_770_live,1,0.15,0,5,5,0,1,50.0,0.0,neutral,10,25-50%,Только позитивный
20180902-222850_306_live,0,0.0,0,4,6,0,1,60.0,0.0,positive,10,50-75%,Только позитивный
20180902-223320_635_live,1,2.0,3,3,5,1,1,45.45454545454545,27.27272727272727,positive,11,25-50%,Позитивный + Негативный
20180902-224713_959_live,1,0.25,0,1,9,0,1,90.0,0.0,positive,10,75-100%,Только позитивный
20180902-225626_63_live,1,2.0,0,4,7,0,1,63.63636363636363,0.0,positive,11,50-75%,Только позитивный
20180902-230004_696_live,0,0.0,0,6,4,0,1,40.0,0.0,neutral,10,25-50%,Только позитивный
20180902-230734_103_live,1,0.2,0,7,4,0,1,36.36363636363637,0.0,neutral,11,25-50%,Только позитивный
20180902-230929_507_live,1,0.19,0,3,7,0,1,70.0,0.0,positive,10,50-75%,Только позитивный
20180902-231056_734_live,1,0.1,2,8,0,1,0,0.0,20.0,neutral,10,,Только негативный
20180902-231121_694_live,1,0.25,1,4,5,1,1,50.0,10.0,positive,10,25-50%,Позитивный + Негативный
20180903-000031_632_live,0,0.0,1,8,1,1,1,10.0,10.0,neutral,10,0-25%,Позитивный + Негативный
20180903-004112_585_live,1,2.0,0,8,2,0,1,20.0,0.0,neutral,10,0-25%,Только позитивный
20180903-005045_964_live,0,0.0,0,4,6,0,1,60.0,0.0,positive,10,50-75%,Только позитивный
20180903-011326_133_live,1,1.0,1,1,8,1,1,80.0,10.0,positive,10,75-100%,Позитивный + Негативный
20180903-021912_147_live,0,0.0,0,5,5,0,1,50.0,0.0,neutral,10,25-50%,Только позитивный
20180903-042430_763_live,0,0.0,2,6,2,1,1,20.0,20.0,neutral,10,0-25%,Позитивный + Негативный
20180903-042451_245_live,0,0.0,1,4,5,1,1,50.0,10.0,positive,10,25-50%,Позитивный + Негативный
20180903-044446_477_live,0,0.0,2,2,6,1,1,60.0,20.0,positive,10,50-75%,Позитивный + Негативный
20180903-053722_705_live,0,0.0,1,5,4,1,1,40.0,10.0,neutral,10,25-50%,Позитивный + Негативный
20180903-062509_807_live,1,0.15,0,6,4,0,1,40.0,0.0,neutral,10,25-50%,Только позитивный
20180903-063835_981_live,0,0.0,2,8,0,1,0,0.0,20.0,neutral,10,,Только негативный
20180903-065008_728_live,1,1.0,2,5,4,1,1,36.36363636363637,18.181818181818183,neutral,11,25-50%,Позитивный + Негативный
20180903-070317_375_live,0,0.0,1,8,1,1,1,10.0,10.0,neutral,10,0-25%,Позитивный + Негативный
20180903-071928_910_live,0,0.0,2,4,4,1,1,40.0,20.0,neutral,10,25-50%,Позитивный + Негативный
20180903-073450_337_live,0,0.0,1,9,0,1,0,0.0,10.0,neutral,10,,Только негативный
20180903-074043_932_live,0,0.0,1,5,4,1,1,40.0,10.0,neutral,10,25-50%,Позитивный + Негативный
20180903-075401_529_live,0,0.0,0,6,4,0,1,40.0,0.0,neutral,10,25-50%,Только позитивный
20180903-080857_582_live,1,1.5,0,1,9,0,1,90.0,0.0,positive,10,75-100%,Только позитивный
20180903-081910_674_live,1,0.2,1,5,5,1,1,45.45454545454545,9.090909090909092,neutral,11,25-50%,Позитивный + Негативный
20180903-082331_337_live,0,0.0,0,5,5,0,1,50.0,0.0,neutral,10,25-50%,Только позитивный
20180903-082916_59_live,0,0.0,2,4,4,1,1,40.0,20.0,neutral,10,25-50%,Позитивный + Негативный
20180903-084303_89_live,1,2.0,2,1,7,1,1,70.0,20.0,positive,10,50-75%,Позитивный + Негативный
20180903-084513_458_live,1,1.0,0,5,5,0,1,50.0,0.0,neutral,10,25-50%,Только позитивный
20180903-084857_434_live,0,0.0,2,6,2,1,1,20.0,20.0,neutral,10,0-25%,Позитивный + Негативный
20180903-092132_700_live,0,0.0,4,6,0,1,0,0.0,40.0,neutral,10,,Только негативный
20180903-092419_214_live,0,0.0,0,3,8,0,1,72.72727272727273,0.0,positive,11,50-75%,Только позитивный
20180903-092432_430_live,0,0.0,1,7,2,1,1,20.0,10.0,neutral,10,0-25%,Позитивный + Негативный
20180903-092915_966_live,1,2.0,0,3,7,0,1,70.0,0.0,positive,10,50-75%,Только позитивный
20180903-093512_147_live,0,0.0,0,3,7,0,1,70.0,0.0,positive,10,50-75%,Только позитивный
20180903-094154_600_live,1,2.0,4,3,4,1,1,36.36363636363637,36.36363636363637,neutral,11,25-50%,Позитивный + Негативный
20180903-094216_793_live,1,1.0,0,3,7,0,1,70.0,0.0,positive,10,50-75%,Только позитивный
20180903-094545_472_live,0,0.0,3,7,0,1,0,0.0,30.0,neutral,10,,Только негативный
20180903-094620_889_live,0,0.0,0,2,8,0,1,80.0,0.0,positive,10,75-100%,Только позитивный
20180903-094939_651_live,0,0.0,0,5,6,0,1,54.54545454545454,0.0,positive,11,50-75%,Только позитивный
20180903-095231_898_live,0,0.0,0,9,1,0,1,10.0,0.0,neutral,10,0-25%,Только позитивный
20180903-102417_844_live,0,0.0,0,6,6,0,1,50.0,0.0,neutral,12,25-50%,Только позитивный
20180903-102457_108_live,0,0.0,2,4,4,1,1,40.0,20.0,neutral,10,25-50%,Позитивный + Негативный
20180903-103006_867_live,1,2.0,1,6,3,1,1,30.0,10.0,neutral,10,25-50%,Позитивный + Негативный
20180903-103052_41_live,0,0.0,0,6,5,0,1,45.45454545454545,0.0,neutral,11,25-50%,Только позитивный
20180903-103342_719_live,1,2.0,1,4,5,1,1,50.0,10.0,positive,10,25-50%,Позитивный + Негативный
20180903-103431_860_live,1,1.0,1,3,6,1,1,60.0,10.0,positive,10,50-75%,Позитивный + Негативный
20180903-103709_629_live,1,1.0,0,3,7,0,1,70.0,0.0,positive,10,50-75%,Только позитивный
20180903-103724_869_live,1,1.0,3,5,2,1,1,20.0,30.0,neutral,10,0-25%,Позитивный + Негативный
20180903-103835_253_live,0,0.0,2,2,6,1,1,60.0,20.0,positive,10,50-75%,Позитивный + Негативный
20180903-103906_732_live,0,0.0,2,5,3,1,1,30.0,20.0,neutral,10,25-50%,Позитивный + Негативный
20180903-103939_512_live,1,0.02,5,4,1,1,1,10.0,50.0,negative,10,0-25%,Позитивный + Негативный
20180903-104000_179_live,1,0.25,0,5,5,0,1,50.0,0.0,neutral,10,25-50%,Только позитивный
20180903-104032_620_live,0,0.0,2,6,2,1,1,20.0,20.0,neutral,10,0-25%,Позитивный + Негативный
20180903-104045_943_live,0,0.0,2,7,1,1,1,10.0,20.0,neutral,10,0-25%,Позитивный + Негативный
20180903-104450_565_live,1,0.3,0,6,4,0,1,40.0,0.0,neutral,10,25-50%,Только позитивный
20180903-105341_965_live,1,0.75,0,7,3,0,1,30.0,0.0,neutral,10,25-50%,Только позитивный
20180903-105517_696_live,0,0.0,2,7,1,1,1,10.0,20.0,neutral,10,0-25%,Позитивный + Негативный
20180903-105659_349_live,1,0.2,3,3,5,1,1,45.45454545454545,27.27272727272727,positive,11,25-50%,Позитивный + Негативный
20180903-111245_955_live,1,1.0,0,4,6,0,1,60.0,0.0,positive,10,50-75%,Только позитивный
20180903-111515_288_live,0,0.0,1,2,8,1,1,72.72727272727273,9.090909090909092,positive,11,50-75%,Позитивный + Негативный
20180903-111551_100_live,1,1.0,0,5,6,0,1,54.54545454545454,0.0,positive,11,50-75%,Только позитивный
20180903-111729_738_live,0,0.0,1,5,4,1,1,40.0,10.0,neutral,10,25-50%,Позитивный + Негативный
20180903-112829_648_live,1,0.5,0,5,5,0,1,50.0,0.0,neutral,10,25-50%,Только позитивный
20180903-131454_357_live,0,0.0,4,3,3,1,1,30.0,40.0,negative,10,25-50%,Позитивный + Негативный
20180903-131515_54_live,0,0.0,0,7,3,0,1,30.0,0.0,neutral,10,25-50%,Только позитивный
20180903-131642_76_live,1,1.0,0,4,6,0,1,60.0,0.0,positive,10,50-75%,Только позитивный
20180903-131723_996_live,1,0.3,0,5,5,0,1,50.0,0.0,neutral,10,25-50%,Только позитивный
20180903-132003_65_live,1,2.0,0,4,6,0,1,60.0,0.0,positive,10,50-75%,Только позитивный
20180903-132332_521_live,0,0.0,0,5,5,0,1,50.0,0.0,neutral,10,25-50%,Только позитивный
20180903-132951_967_live,0,0.0,1,4,5,1,1,50.0,10.0,positive,10,25-50%,Позитивный + Негативный
20180903-133419_244_live,1,0.1,1,3,6,1,1,60.0,10.0,positive,10,50-75%,Позитивный + Негативный
20180903-133523_829_live,0,0.0,1,7,2,1,1,20.0,10.0,neutral,10,0-25%,Позитивный + Негативный
20180903-133702_487_live,1,1.0,0,5,5,0,1,50.0,0.0,neutral,10,25-50%,Только позитивный
20180903-134122_237_live,1,0.2,2,5,3,1,1,30.0,20.0,neutral,10,25-50%,Позитивный + Негативный
20180903-134158_211_live,1,0.2,0,8,2,0,1,20.0,0.0,neutral,10,0-25%,Только позитивный
20180903-134529_203_live,1,1.5,0,5,5,0,1,50.0,0.0,neutral,10,25-50%,Только позитивный
20180903-134707_882_live,0,0.0,2,4,4,1,1,40.0,20.0,neutral,10,25-50%,Позитивный + Негативный
20180903-134712_199_live,0,0.0,1,2,7,1,1,70.0,10.0,positive,10,50-75%,Позитивный + Негативный
20180903-134944_967_live,1,0.75,0,5,5,0,1,50.0,0.0,neutral,10,25-50%,Только позитивный
20180903-135612_884_live,1,1.0,0,2,8,0,1,80.0,0.0,positive,10,75-100%,Только позитивный
20180903-135757_484_live,0,0.0,1,4,5,1,1,50.0,10.0,positive,10,25-50%,Позитивный + Негативный
20180903-140519_57_live,0,0.0,1,8,1,1,1,10.0,10.0,neutral,10,0-25%,Позитивный + Негативный
20180903-140534_880_live,1,0.2,0,4,6,0,1,60.0,0.0,positive,10,50-75%,Только позитивный
20180903-140656_582_live,1,2.0,0,2,8,0,1,80.0,0.0,positive,10,75-100%,Только позитивный
20180903-140806_586_live,1,0.3,0,2,8,0,1,80.0,0.0,positive,10,75-100%,Только позитивный
20180903-141235_817_live,1,0.5,0,4,6,0,1,60.0,0.0,positive,10,50-75%,Только позитивный
20180903-141258_428_live,1,2.0,0,8,3,0,1,27.27272727272727,0.0,neutral,11,25-50%,Только позитивный
20180903-141447_736_live,1,0.5,1,4,5,1,1,50.0,10.0,positive,10,25-50%,Позитивный + Негативный
20180903-141538_396_live,0,0.0,5,4,1,1,1,10.0,50.0,negative,10,0-25%,Позитивный + Негативный
20180903-142445_603_live,1,0.5,0,5,6,0,1,54.54545454545454,0.0,positive,11,50-75%,Только позитивный
20180903-143255_501_live,0,0.0,1,5,4,1,1,40.0,10.0,neutral,10,25-50%,Позитивный + Негативный
20180903-143317_526_live,1,1.0,0,1,9,0,1,90.0,0.0,positive,10,75-100%,Только позитивный
20180903-143428_485_live,1,0.2,0,5,6,0,1,54.54545454545454,0.0,positive,11,50-75%,Только позитивный
20180903-144015_197_live,0,0.0,1,9,0,1,0,0.0,10.0,neutral,10,,Только негативный
20180903-145230_643_live,1,1.0,0,7,3,0,1,30.0,0.0,neutral,10,25-50%,Только позитивный
20180903-145341_70_live,1,2.0,0,4,6,0,1,60.0,0.0,positive,10,50-75%,Только позитивный
20180903-145436_470_live,0,0.0,1,5,4,1,1,40.0,10.0,neutral,10,25-50%,Позитивный + Негативный
20180903-150559_933_live,0,0.0,4,6,0,1,0,0.0,40.0,neutral,10,,Только негативный
20180903-151450_30_live,0,0.0,3,7,2,1,1,16.666666666666664,25.0,neutral,12,0-25%,Позитивный + Негативный
20180903-152518_191_live,0,0.0,2,2,6,1,1,60.0,20.0,positive,10,50-75%,Позитивный + Негативный
20180903-152549_306_live,1,0.03,1,6,3,1,1,30.0,10.0,neutral,10,25-50%,Позитивный + Негативный
20180903-153105_741_live,1,0.5,1,3,6,1,1,60.0,10.0,positive,10,50-75%,Позитивный + Негативный
20180903-153530_52_live,0,0.0,2,4,4,1,1,40.0,20.0,neutral,10,25-50%,Позитивный + Негативный
20180903-154704_839_live,0,0.0,0,4,6,0,1,60.0,0.0,positive,10,50-75%,Только позитивный
20180903-154729_573_live,0,0.0,1,5,4,1,1,40.0,10.0,neutral,10,25-50%,Позитивный + Негативный
20180903-155038_7_live,1,1.0,0,1,9,0,1,90.0,0.0,positive,10,75-100%,Только позитивный
20180903-155307_620_live,1,0.1,0,6,4,0,1,40.0,0.0,neutral,10,25-50%,Только позитивный
20180903-155854_148_live,1,1.0,0,6,4,0,1,40.0,0.0,neutral,10,25-50%,Только позитивный
20180903-155911_448_live,1,1.0,1,0,9,1,1,90.0,10.0,positive,10,75-100%,Позитивный + Негативный
20180903-160514_498_live,1,0.01,1,8,3,1,1,25.0,8.333333333333332,neutral,12,0-25%,Позитивный + Негативный
20180903-160552_207_live,1,0.03,0,7,3,0,1,30.0,0.0,neutral,10,25-50%,Только позитивный
20180903-162604_585_live,1,1.5,0,1,9,0,1,90.0,0.0,positive,10,75-100%,Только позитивный
20180903-163331_887_live,1,2.0,0,2,8,0,1,80.0,0.0,positive,10,75-100%,Только позитивный
20180903-163912_368_live,0,0.0,2,6,2,1,1,20.0,20.0,neutral,10,0-25%,Позитивный + Негативный
20180903-164113_982_live,1,1.0,0,9,2,0,1,18.181818181818183,0.0,neutral,11,0-25%,Только позитивный
20180903-164852_724_live,1,0.1,1,6,3,1,1,30.0,10.0,neutral,10,25-50%,Позитивный + Негативный
20180903-165121_48_live,1,0.7,1,4,5,1,1,50.0,10.0,positive,10,25-50%,Позитивный + Негативный
20180903-165314_834_live,1,0.5,0,6,4,0,1,40.0,0.0,neutral,10,25-50%,Только позитивный
20180903-165655_280_live,1,0.2,0,8,2,0,1,20.0,0.0,neutral,10,0-25%,Только позитивный
20180903-165804_344_live,0,0.0,8,2,0,1,0,0.0,80.0,negative,10,,Только негативный
20180903-165930_826_live,1,0.5,0,6,4,0,1,40.0,0.0,neutral,10,25-50%,Только позитивный
20180903-165952_124_live,0,0.0,0,4,6,0,1,60.0,0.0,positive,10,50-75%,Только позитивный
20180903-170041_976_live,0,0.0,0,3,7,0,1,70.0,0.0,positive,10,50-75%,Только позитивный
20180903-170455_801_live,1,1.0,0,3,7,0,1,70.0,0.0,positive,10,50-75%,Только позитивный
20180903-171103_980_live,0,0.0,3,7,1,1,1,9.090909090909092,27.27272727272727,neutral,11,0-25%,Позитивный + Негативный
20180903-171704_760_live,1,1.0,0,10,1,0,1,9.090909090909092,0.0,neutral,11,0-25%,Только позитивный
20180903-172009_84_live,0,0.0,0,6,4,0,1,40.0,0.0,neutral,10,25-50%,Только позитивный
20180903-172112_282_live,0,0.0,0,4,6,0,1,60.0,0.0,positive,10,50-75%,Только позитивный
20180903-172533_130_live,0,0.0,1,5,4,1,1,40.0,10.0,neutral,10,25-50%,Позитивный + Негативный
20180903-173114_499_live,1,0.3,0,2,8,0,1,80.0,0.0,positive,10,75-100%,Только позитивный
20180903-173808_744_live,0,0.0,3,7,0,1,0,0.0,30.0,neutral,10,,Только негативный
20180903-173912_750_live,1,1.7,0,1,9,0,1,90.0,0.0,positive,10,75-100%,Только позитивный
20180903-175250_880_live,1,0.75,0,4,6,0,1,60.0,0.0,positive,10,50-75%,Только позитивный
20180903-181230_303_live,1,0.5,1,5,4,1,1,40.0,10.0,neutral,10,25-50%,Позитивный + Негативный
20180903-181838_910_live,0,0.0,0,6,4,0,1,40.0,0.0,neutral,10,25-50%,Только позитивный
20180903-184438_57_live,1,2.0,0,6,4,0,1,40.0,0.0,neutral,10,25-50%,Только позитивный
20180903-184453_829_live,1,2.0,1,1,8,1,1,80.0,10.0,positive,10,75-100%,Позитивный + Негативный
20180903-185128_189_live,0,0.0,0,6,4,0,1,40.0,0.0,neutral,10,25-50%,Только позитивный
20180903-192449_648_live,1,0.2,0,7,3,0,1,30.0,0.0,neutral,10,25-50%,Только позитивный
20180903-192755_517_live,1,0.5,0,2,9,0,1,81.81818181818183,0.0,positive,11,75-100%,Только позитивный
20180903-193748_318_live,0,0.0,0,6,4,0,1,40.0,0.0,neutral,10,25-50%,Только позитивный
20180903-194245_441_live,0,0.0,0,8,2,0,1,20.0,0.0,neutral,10,0-25%,Только позитивный
20180903-194345_741_live,0,0.0,0,3,7,0,1,70.0,0.0,positive,10,50-75%,Только позитивный
20180903-194537_111_live,1,0.5,1,4,5,1,1,50.0,10.0,positive,10,25-50%,Позитивный + Негативный
20180903-194720_581_live,1,1.0,0,5,5,0,1,50.0,0.0,neutral,10,25-50%,Только позитивный
20180903-195933_536_live,1,1.0,0,3,7,0,1,70.0,0.0,positive,10,50-75%,Только позитивный
20180903-203212_312_live,1,0.4,1,2,7,1,1,70.0,10.0,positive,10,50-75%,Позитивный + Негативный
20180903-212834_390_live,1,2.0,3,4,4,1,1,36.36363636363637,27.27272727272727,neutral,11,25-50%,Позитивный + Негативный
20180903-213644_620_live,1,2.0,0,5,5,0,1,50.0,0.0,neutral,10,25-50%,Только позитивный
20180903-214235_952_live,1,0.2,0,5,6,0,1,54.54545454545454,0.0,positive,11,50-75%,Только позитивный
20180903-215035_42_live,0,0.0,0,6,4,0,1,40.0,0.0,neutral,10,25-50%,Только позитивный
20180903-221028_490_live,1,2.0,0,3,8,0,1,72.72727272727273,0.0,positive,11,50-75%,Только позитивный
20180903-224911_659_live,1,1.0,1,3,6,1,1,60.0,10.0,positive,10,50-75%,Позитивный + Негативный
20180903-225340_198_live,0,0.0,3,3,4,1,1,40.0,30.0,positive,10,25-50%,Позитивный + Негативный
20180903-231131_77_live,0,0.0,0,5,5,0,1,50.0,0.0,neutral,10,25-50%,Только позитивный
20180903-233729_555_live,1,1.0,0,9,1,0,1,10.0,0.0,neutral,10,0-25%,Только позитивный
20180903-235246_719_live,1,0.5,0,4,6,0,1,60.0,0.0,positive,10,50-75%,Только позитивный
20180903-235644_695_live,1,1.0,0,3,10,0,1,76.92307692307693,0.0,positive,13,75-100%,Только позитивный
20180904-001208_706_live,1,1.0,0,7,3,0,1,30.0,0.0,neutral,10,25-50%,Только позитивный
20180904-004818_580_live,1,0.25,1,2,7,1,1,70.0,10.0,positive,10,50-75%,Позитивный + Негативный
20180904-012448_306_live,1,0.1,5,4,1,1,1,10.0,50.0,negative,10,0-25%,Позитивный + Негативный
20180904-012828_299_live,0,0.0,0,5,5,0,1,50.0,0.0,neutral,10,25-50%,Только позитивный
20180904-024226_703_live,1,0.05,1,6,3,1,1,30.0,10.0,neutral,10,25-50%,Позитивный + Негативный
20180904-025026_901_live,1,0.3,0,4,6,0,1,60.0,0.0,positive,10,50-75%,Только позитивный
20180904-030739_178_live,0,0.0,0,6,4,0,1,40.0,0.0,neutral,10,25-50%,Только позитивный
20180904-032932_423_live,1,1.0,0,6,4,0,1,40.0,0.0,neutral,10,25-50%,Только позитивный
20180904-043300_214_live,0,0.0,1,6,3,1,1,30.0,10.0,neutral,10,25-50%,Позитивный + Негативный
20180904-045349_715_live,0,0.0,1,6,3,1,1,30.0,10.0,neutral,10,25-50%,Позитивный + Негативный
20180904-050435_387_live,0,0.0,0,7,4,0,1,36.36363636363637,0.0,neutral,11,25-50%,Только позитивный
20180904-051519_852_live,1,0.5,0,2,8,0,1,80.0,0.0,positive,10,75-100%,Только позитивный
20180904-052026_52_live,1,1.5,0,3,8,0,1,72.72727272727273,0.0,positive,11,50-75%,Только позитивный
20180904-053728_415_live,1,0.5,0,0,10,0,1,100.0,0.0,positive,10,75-100%,Только позитивный
20180904-054911_684_live,1,0.1,0,4,6,0,1,60.0,0.0,positive,10,50-75%,Только позитивный
20180904-055231_835_live,1,2.0,0,3,7,0,1,70.0,0.0,positive,10,50-75%,Только позитивный
20180904-060802_653_live,1,1.0,2,3,5,1,1,50.0,20.0,positive,10,25-50%,Позитивный + Негативный
20180904-062111_628_live,0,0.0,0,9,1,0,1,10.0,0.0,neutral,10,0-25%,Только позитивный
20180904-064114_258_live,0,0.0,2,6,2,1,1,20.0,20.0,neutral,10,0-25%,Позитивный + Негативный
20180904-065729_541_live,1,2.0,0,6,4,0,1,40.0,0.0,neutral,10,25-50%,Только позитивный
20180904-073348_848_live,0,0.0,1,4,5,1,1,50.0,10.0,positive,10,25-50%,Позитивный + Негативный
20180904-073734_888_live,0,0.0,0,4,6,0,1,60.0,0.0,positive,10,50-75%,Только позитивный
20180904-075212_668_live,1,2.0,2,3,5,1,1,50.0,20.0,positive,10,25-50%,Позитивный + Негативный
20180904-080304_646_live,0,0.0,0,0,10,0,1,100.0,0.0,positive,10,75-100%,Только позитивный
20180904-082430_252_live,0,0.0,1,6,3,1,1,30.0,10.0,neutral,10,25-50%,Позитивный + Негативный
20180904-083727_564_live,1,0.25,1,3,7,1,1,63.63636363636363,9.090909090909092,positive,11,50-75%,Позитивный + Негативный
20180904-090242_588_live,1,0.2,0,5,6,0,1,54.54545454545454,0.0,positive,11,50-75%,Только позитивный
20180904-090422_355_live,1,1.0,1,2,7,1,1,70.0,10.0,positive,10,50-75%,Позитивный + Негативный
20180904-091237_363_live,1,0.75,0,2,8,0,1,80.0,0.0,positive,10,75-100%,Только позитивный
20180904-093015_67_live,0,0.0,0,3,7,0,1,70.0,0.0,positive,10,50-75%,Только позитивный
20180904-100019_870_live,0,0.0,0,4,6,0,1,60.0,0.0,positive,10,50-75%,Только позитивный
20180904-102547_933_live,1,1.0,0,6,5,0,1,45.45454545454545,0.0,neutral,11,25-50%,Только позитивный
20180904-110536_308_live,1,2.0,0,5,6,0,1,54.54545454545454,0.0,positive,11,50-75%,Только позитивный
20180904-133536_2_live,1,0.15,0,5,5,0,1,50.0,0.0,neutral,10,25-50%,Только позитивный
20180904-135050_839_live,0,0.0,0,5,5,0,1,50.0,0.0,neutral,10,25-50%,Только позитивный
20180904-151308_935_live,1,1.0,0,4,6,0,1,60.0,0.0,positive,10,50-75%,Только позитивный
20180904-151613_546_live,0,0.0,4,7,0,1,0,0.0,36.36363636363637,neutral,11,,Только негативный
20180904-151909_144_live,1,0.1,1,5,4,1,1,40.0,10.0,neutral,10,25-50%,Позитивный + Негативный
20180904-152255_763_live,1,0.75,0,3,7,0,1,70.0,0.0,positive,10,50-75%,Только позитивный
20180904-152519_728_live,1,0.3,0,2,9,0,1,81.81818181818183,0.0,positive,11,75-100%,Только позитивный
20180904-153333_396_live,0,0.0,1,5,4,1,1,40.0,10.0,neutral,10,25-50%,Позитивный + Негативный
20180904-153641_72_live,1,0.2,0,7,4,0,1,36.36363636363637,0.0,neutral,11,25-50%,Только позитивный
20180904-154223_473_live,1,0.1,3,4,3,1,1,30.0,30.0,neutral,10,25-50%,Позитивный + Негативный
20180904-154250_98_live,1,2.0,0,2,8,0,1,80.0,0.0,positive,10,75-100%,Только позитивный
BAD_20180807-204848_414_live,1,50.0,2,6,2,1,1,20.0,20.0,neutral,10,0-25%,Позитивный + Негативный
BAD_20180808-034739_90_live,0,0.0,0,6,4,0,1,40.0,0.0,neutral,10,25-50%,Только позитивный
BAD_20180808-041018_801_live,1,25.0,0,5,5,0,1,50.0,0.0,neutral,10,25-50%,Только позитивный
BAD_20180808-043616_523_live,0,0.0,1,2,7,1,1,70.0,10.0,positive,10,50-75%,Позитивный + Негативный
BAD_20180808-044211_897_live,0,0.0,2,5,3,1,1,30.0,20.0,neutral,10,25-50%,Позитивный + Негативный
BAD_20180808-050547_490_live,0,0.0,0,5,5,0,1,50.0,0.0,neutral,10,25-50%,Только позитивный
BAD_20180808-054855_138_live,0,0.0,1,4,5,1,1,50.0,10.0,positive,10,25-50%,Позитивный + Негативный
BAD_20180808-061511_890_live,0,0.0,0,9,1,0,1,10.0,0.0,neutral,10,0-25%,Только позитивный
BAD_20180824-020444_983_live,0,0.0,3,4,3,1,1,30.0,30.0,neutral,10,25-50%,Позитивный + Негативный
BAD_20180827-011458_738_live,1,50.0,0,8,2,0,1,20.0,0.0,neutral,10,0-25%,Только позитивный
BAD_20180827-011514_576_live,0,0.0,0,6,4,0,1,40.0,0.0,neutral,10,25-50%,Только позитивный
BAD_20180827-013600_477_live,0,0.0,0,3,7,0,1,70.0,0.0,positive,10,50-75%,Только позитивный
BAD_20180827-013921_398_live,1,50.0,0,6,4,0,1,40.0,0.0,neutral,10,25-50%,Только позитивный
BAD_20180827-014220_596_live,1,1.0,0,8,2,0,1,20.0,0.0,neutral,10,0-25%,Только позитивный
BAD_20180827-014924_437_live,0,0.0,0,3,0,0,0,0.0,0.0,neutral,3,,Только нейтральный
BAD_20180827-020310_987_live,1,1.0,0,8,2,0,1,20.0,0.0,neutral,10,0-25%,Только позитивный
BAD_20180827-020402_248_live,1,10.0,0,9,1,0,1,10.0,0.0,neutral,10,0-25%,Только позитивный
BAD_20180827-025526_603_live,1,1.0,0,8,2,0,1,20.0,0.0,neutral,10,0-25%,Только позитивный
BAD_20180827-025716_257_live,1,50.0,0,5,5,0,1,50.0,0.0,neutral,10,25-50%,Только позитивный
